Country,Type,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,g1971,g1972,g1973,g1974,g1975,g1976,g1977,g1978,g1979,g1980,g1981,g1982,g1983,g1984,g1985,g1986,g1987,g1988,g1989,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,g2015,g2016,g2017,g2018,g2019,g2020,g2021,g2022,g2023,g2024,g2025,g2026,g2027,g2028,g2029,g2030,g2031,g2032,g2033
Maldives,C,,,,,,,,,,,3050.30,3199.32,3339.47,3383.49,3849.93,4253.25,4435.78,4638.16,4844.20,5087.81,3727.79,3798.82,3863.51,3923.41,4110.20,5401.91,5612.20,5969.15,6291.69,6444.28,6502.47,6124.92,6444.91,7178.37,7422.51,6262.97,7628.99,7838.11,8115.58,7331.18,7877.40,8566.33,8794.17,9445.57,10148.02,10449.82,11120.45,11887.65,12717.37,13392.33,8933.16,12676.65,14257.45,15293.09,16378.16,17480.86,18448.09,19423.89,20411.54,21407.72,22408.88,23364.82,24361.53,25400.76,,,,,,,,,,,4.89,4.38,1.32,13.79,10.48,4.29,4.56,4.44,5.03,-26.73,1.91,1.70,1.55,4.76,31.43,3.89,6.36,5.40,2.43,.90,-5.81,5.22,11.38,3.40,-15.62,21.81,2.74,3.54,-9.67,7.45,8.75,2.66,7.41,7.44,2.97,6.42,6.90,6.98,5.31,-33.30,41.91,12.47,7.26,7.10,6.73,5.53,5.29,5.08,4.88,4.68,4.27,4.27,4.27
Papua New Guinea,C,2235.23,2314.11,2384.44,2482.26,2487.86,2404.11,2265.22,2227.19,2356.12,2338.35,2225.04,2165.11,2119.11,2132.79,2071.67,2099.81,2142.08,2144.66,2149.75,2063.83,1948.97,2078.45,2303.27,2649.82,2732.11,2570.94,2696.11,2522.52,2363.98,2345.45,2228.26,2169.36,2112.38,2105.88,2111.99,2194.01,2260.44,2383.34,2325.14,2431.20,2622.82,2599.12,2667.34,2716.93,3028.02,3255.72,3329.16,3386.54,3303.29,3430.43,3241.35,3166.38,3212.84,3239.39,3305.54,3329.23,3347.98,3367.63,3387.42,3407.33,3424.02,3444.16,3464.42,3484.80,3.53,3.04,4.10,.23,-3.37,-5.78,-1.68,5.79,-.75,-4.85,-2.69,-2.12,.65,-2.87,1.36,2.01,.12,.24,-4.00,-5.57,6.64,10.82,15.05,3.11,-5.90,4.87,-6.44,-6.29,-.78,-5.00,-2.64,-2.63,-.31,.29,3.88,3.03,5.44,-2.44,4.56,7.88,-.90,2.62,1.86,11.45,7.52,2.26,1.72,-2.46,3.85,-5.51,-2.31,1.47,.83,2.04,.72,.56,.59,.59,.59,.49,.59,.59,.59
Samoa,C,2382.33,2640.95,2629.65,2805.01,2498.37,2385.67,2606.01,2537.87,2668.48,2989.90,2774.55,2493.86,2550.17,2562.41,2595.31,2695.80,2842.04,2851.57,2803.13,2896.54,2756.03,2678.53,2655.21,2742.11,2650.64,2804.03,2979.87,2973.28,3012.26,3052.55,3236.81,3430.74,3546.99,3673.19,3807.67,3928.98,3968.45,4181.11,4188.83,3958.30,3954.40,4094.69,3903.85,3864.51,3844.87,3985.92,4281.99,4300.29,4182.20,4301.68,3845.45,3735.35,3713.39,4010.74,4108.30,4202.74,4276.69,4348.89,4417.98,4483.79,4546.13,4609.33,4673.42,4738.39,10.86,-.43,6.67,-10.93,-4.51,9.24,-2.61,5.15,12.05,-7.20,-10.12,2.26,.48,1.28,3.87,5.42,.34,-1.70,3.33,-4.85,-2.81,-.87,3.27,-3.34,5.79,6.27,-.22,1.31,1.34,6.04,5.99,3.39,3.56,3.66,3.19,1.00,5.36,.18,-5.50,-.10,3.55,-4.66,-1.01,-.51,3.67,7.43,.43,-2.75,2.86,-10.61,-2.86,-.59,8.01,2.43,2.30,1.76,1.69,1.59,1.49,1.39,1.39,1.39,1.39
Solomon Islands,C,1362.06,1385.17,1370.16,1445.29,1682.79,1485.05,1632.69,1755.31,1855.01,2178.44,2048.29,1943.76,1848.57,1857.28,1799.30,1685.86,1627.24,1707.43,1673.66,1689.57,1672.30,1717.42,1875.56,1890.47,2001.79,2101.58,2072.22,1982.89,1960.40,1896.00,1580.47,1414.66,1338.08,1387.42,1417.67,1456.61,1519.09,1590.60,1663.07,1547.40,1615.21,1787.77,1828.64,1843.87,1846.29,1854.95,1876.83,1909.00,1945.54,1961.40,1861.19,1822.17,1712.91,1732.81,1748.94,1771.52,1793.83,1815.01,1836.45,1858.16,1878.30,1898.66,1919.23,1940.03,1.70,-1.08,5.48,16.43,-11.75,9.94,7.51,5.68,17.44,-5.97,-5.10,-4.90,.47,-3.12,-6.31,-3.48,4.93,-1.98,.95,-1.02,2.70,9.21,.79,5.89,4.99,-1.40,-4.31,-1.13,-3.28,-16.64,-10.49,-5.41,3.69,2.18,2.75,4.29,4.71,4.56,-6.96,4.38,10.68,2.29,.83,.13,.47,1.18,1.71,1.91,.82,-5.11,-2.10,-6.00,1.16,.93,1.29,1.26,1.18,1.18,1.18,1.08,1.08,1.08,1.08
Tonga,C,2098.91,2117.76,2135.43,2147.84,2182.90,2199.66,2192.81,2285.32,2316.27,2347.11,2411.99,2472.71,2574.66,2610.41,2645.29,2801.22,2845.13,2916.09,2850.57,2853.07,2787.58,2959.18,2959.36,3062.51,3206.54,3318.09,3311.59,3292.12,3357.56,3463.58,3555.87,3659.43,3760.07,3815.39,3779.26,3817.01,3765.05,3589.68,3684.22,3754.01,3875.99,3973.26,3999.94,3868.71,3944.51,4088.58,4226.28,4342.18,4358.94,4164.42,4192.19,4089.24,4017.44,4145.58,4312.57,4436.03,4532.80,4632.92,4730.60,4830.34,4932.19,5031.23,5132.25,5235.31,.90,.83,.58,1.63,.77,-.31,4.22,1.35,1.33,2.76,2.52,4.12,1.39,1.34,5.89,1.57,2.49,-2.25,.09,-2.30,6.16,.01,3.49,4.70,3.48,-.20,-.59,1.99,3.16,2.66,2.91,2.75,1.47,-.95,1.00,-1.36,-4.66,2.63,1.89,3.25,2.51,.67,-3.28,1.96,3.65,3.37,2.74,.39,-4.46,.67,-2.46,-1.76,3.19,4.03,2.86,2.18,2.21,2.11,2.11,2.11,2.01,2.01,2.01
Vanuatu,C,,,,,,,,,,2399.95,2064.60,2089.29,2246.85,2485.50,2647.91,2600.59,2526.88,2388.27,2285.65,2260.64,2461.82,2477.48,2482.21,2444.44,2607.98,2579.49,2586.51,2660.67,2722.74,2682.06,2766.12,2599.90,2403.19,2442.19,2475.25,2541.37,2688.86,2760.17,2869.38,2896.69,2878.18,2849.90,2838.34,2834.37,2841.32,2790.27,2832.11,2902.22,2929.53,2961.76,2754.02,2720.24,2721.42,2758.26,2823.84,2878.25,2923.35,2969.43,3013.31,3060.86,3106.14,3152.09,3198.72,3246.03,,,,,,,,,,-13.97,1.20,7.54,10.62,6.53,-1.79,-2.83,-5.49,-4.30,-1.09,8.90,.64,.19,-1.52,6.69,-1.09,.27,2.87,2.33,-1.49,3.13,-6.01,-7.57,1.62,1.35,2.67,5.80,2.65,3.96,.95,-.64,-.98,-.41,-.14,.25,-1.80,1.50,2.48,.94,1.10,-7.01,-1.23,.04,1.35,2.38,1.93,1.57,1.58,1.48,1.58,1.48,1.48,1.48,1.48
Other Asia Oceania,G,914.95,957.73,1006.37,1065.68,1103.08,1114.82,1163.43,1209.78,1264.82,1479.65,1562.30,1649.00,1758.38,1836.60,1929.79,1881.69,1914.54,1984.13,2057.37,2109.41,2205.88,2278.40,2333.60,2418.80,2519.15,2602.28,2693.92,2787.75,2707.00,2770.25,2907.95,2862.19,2916.87,2986.92,3191.39,3346.74,3564.49,3822.46,3883.27,3884.36,4316.67,4569.63,4762.76,4932.68,5043.08,5008.63,5077.05,5240.61,5350.46,5345.73,4849.33,5079.28,5023.46,5154.83,5357.21,5503.94,5636.08,5758.93,5873.56,5990.12,6109.60,6223.98,6340.65,6459.66,4.68,5.08,5.89,3.51,1.06,4.36,3.98,4.55,16.98,5.59,5.55,6.63,4.45,5.07,-2.49,1.75,3.63,3.69,2.53,4.57,3.29,2.42,3.65,4.15,3.30,3.52,3.48,-2.90,2.34,4.97,-1.57,1.91,2.40,6.85,4.87,6.51,7.24,1.59,.03,11.13,5.86,4.23,3.57,2.24,-.68,1.37,3.22,2.10,-.09,-9.29,4.74,-1.10,2.62,3.93,2.74,2.40,2.18,1.99,1.98,1.99,1.87,1.87,1.88
Middle East,G,5542.78,6064.62,6708.66,7170.16,7577.52,7234.58,7951.11,7995.18,7443.65,7623.86,7238.72,7070.84,6570.46,6221.40,6013.61,5797.18,5749.90,5745.83,5696.07,5664.71,6280.55,6320.71,6563.02,6716.74,6663.91,6811.41,7020.46,7221.71,7363.74,7227.14,7533.59,7335.26,7374.11,7599.43,8148.30,8467.73,8824.99,9048.85,9147.29,8843.37,9196.08,9681.38,9796.95,10031.04,10222.80,10371.05,10700.87,10852.02,10722.27,10576.77,10166.16,10659.04,11130.25,11234.96,11410.49,11620.43,11780.31,11952.84,12139.54,12326.77,12508.91,12722.14,12939.20,13160.15,9.41,10.62,6.88,5.68,-4.53,9.90,.55,-6.90,2.42,-5.05,-2.32,-7.08,-5.31,-3.34,-3.60,-.82,-.07,-.87,-.55,10.87,.64,3.83,2.34,-.79,2.21,3.07,2.87,1.97,-1.86,4.24,-2.63,.53,3.06,7.22,3.92,4.22,2.54,1.09,-3.32,3.99,5.28,1.19,2.39,1.91,1.45,3.18,1.41,-1.20,-1.36,-3.88,4.85,4.42,.94,1.56,1.84,1.38,1.46,1.56,1.54,1.48,1.70,1.71,1.71
Iran,C,5570.79,6195.71,6891.06,7272.05,7523.65,7128.19,8112.23,7540.47,6273.47,5415.48,3766.25,3421.22,4174.16,4353.18,3817.76,3753.39,3247.06,3158.91,2898.18,2986.94,3269.32,3530.59,3544.99,3561.85,3496.93,3533.09,3672.45,3644.55,3678.62,3668.13,3841.01,3826.69,4072.60,4355.34,4501.20,4588.15,4760.32,5084.64,5033.49,5018.19,5241.72,5322.75,4872.95,4801.79,4951.57,4816.23,5389.98,5521.38,4725.74,4358.35,4383.56,4531.91,4588.57,4671.14,4792.08,4926.52,5097.59,5264.47,5410.85,5529.06,5633.39,5745.38,5859.60,5976.10,11.22,11.22,5.53,3.46,-5.26,13.80,-7.05,-16.80,-13.68,-30.45,-9.16,22.01,4.29,-12.30,-1.69,-13.49,-2.71,-8.25,3.06,9.45,7.99,.41,.48,-1.82,1.03,3.94,-.76,.93,-.29,4.71,-.37,6.43,6.94,3.35,1.93,3.75,6.81,-1.01,-.30,4.45,1.55,-8.45,-1.46,3.12,-2.73,11.91,2.44,-14.41,-7.77,.58,3.38,1.25,1.80,2.59,2.81,3.47,3.27,2.78,2.18,1.89,1.99,1.99,1.99
Iraq,C,1454.63,1482.64,1487.68,1502.58,1687.59,1836.25,2081.21,2051.34,2316.58,2701.08,3251.43,3116.96,3117.04,2620.98,2495.48,2445.76,2472.20,2653.92,2570.98,2412.50,3686.09,1375.36,1783.89,2255.83,2273.11,2251.49,2424.19,2850.90,3730.19,4255.81,4188.01,4158.00,3747.47,2430.01,3637.15,3681.83,4029.02,4127.13,4377.01,4354.38,4483.77,4658.22,5078.89,5221.59,5090.60,5093.47,5741.68,5480.54,5329.56,5442.01,4722.52,4753.42,5030.17,5055.23,5063.05,5143.74,5152.03,5167.20,5187.48,5218.06,5253.94,5284.91,5316.05,5347.39,1.93,.34,1.00,12.31,8.81,13.34,-1.44,12.93,16.60,20.37,-4.14,.00,-15.91,-4.79,-1.99,1.08,7.35,-3.13,-6.16,52.79,-62.69,29.70,26.46,.77,-.95,7.67,17.60,30.84,14.09,-1.59,-.72,-9.87,-35.16,49.68,1.23,9.43,2.44,6.05,-.52,2.97,3.89,9.03,2.81,-2.51,.06,12.73,-4.55,-2.75,2.11,-13.22,.65,5.82,.50,.15,1.59,.16,.29,.39,.59,.69,.59,.59,.59
Saudi Arabia,C,20383.96,23868.14,28501.28,34359.46,38766.16,33640.95,37463.39,37594.53,33246.70,34660.42,34215.25,32806.53,24545.51,19461.83,17591.08,15007.31,16722.20,14949.42,16228.31,15538.50,17641.44,19984.18,19861.45,18964.15,18484.35,17979.38,17934.52,17642.89,17683.04,16596.53,17112.64,16518.95,15707.72,17122.10,18139.81,18822.08,18829.56,18484.94,18952.15,17929.72,18208.94,19454.40,20017.57,20101.68,20404.13,20829.80,20792.63,20280.85,20428.38,20160.76,18973.49,19400.13,20756.01,21034.51,21198.71,21564.87,21435.55,21435.55,21604.50,21838.87,22075.78,22598.80,23134.21,23682.31,17.09,19.41,20.55,12.83,-13.22,11.36,.35,-11.57,4.25,-1.28,-4.12,-25.18,-20.71,-9.61,-14.69,11.43,-10.60,8.55,-4.25,13.53,13.28,-.61,-4.52,-2.53,-2.73,-.25,-1.63,.23,-6.14,3.11,-3.47,-4.91,9.00,5.94,3.76,.04,-1.83,2.53,-5.39,1.56,6.84,2.89,.42,1.50,2.09,-.18,-2.46,.73,-1.31,-5.89,2.25,6.99,1.34,.78,1.73,-.60,.00,.79,1.08,1.08,2.37,2.37,2.37
Turkey,C,3253.87,3357.85,3519.36,3538.80,3641.31,3804.63,4107.18,4156.41,4131.32,4022.74,3847.41,3929.53,3965.97,4060.86,4230.91,4310.18,4512.22,4836.45,4846.97,4763.52,5105.96,5053.17,5220.97,5531.99,5192.75,5516.72,5834.89,6184.07,6234.47,5936.64,6241.15,5787.80,6077.76,6335.38,6857.77,7381.71,7809.34,8104.13,8078.16,7611.96,8168.37,8980.54,9299.84,9958.25,10337.40,10826.73,11051.71,11792.71,12063.44,12109.58,12254.25,13597.56,14236.70,14418.20,14752.09,15015.42,15293.72,15582.57,15892.67,16208.94,16531.51,16876.94,17229.60,17589.62,3.20,4.81,.55,2.90,4.49,7.95,1.20,-.60,-2.63,-4.36,2.13,.93,2.39,4.19,1.87,4.69,7.19,.22,-1.72,7.19,-1.03,3.32,5.96,-6.13,6.24,5.77,5.98,.82,-4.78,5.13,-7.26,5.01,4.24,8.25,7.64,5.79,3.77,-.32,-5.77,7.31,9.94,3.56,7.08,3.81,4.73,2.08,6.70,2.30,.38,1.19,10.96,4.70,1.27,2.32,1.79,1.85,1.89,1.99,1.99,1.99,2.09,2.09,2.09
Other Middle East,G,6839.28,7273.39,7782.58,7753.80,7831.42,7705.18,7812.81,8304.14,8292.96,9400.20,9610.09,9477.24,8799.13,8686.27,8834.78,8692.28,8163.79,8331.76,7941.02,8072.29,8722.69,8722.00,9265.55,9525.86,9837.59,10126.94,10311.68,10634.99,10686.72,10605.84,11066.28,10959.40,10906.34,11190.63,11725.02,12013.95,12440.13,12456.01,12452.08,12073.34,12392.60,12744.11,12920.48,13152.59,13298.80,13362.52,13576.94,13631.02,13662.27,13478.87,12600.24,12879.50,13321.86,13330.73,13482.59,13706.12,13919.65,14126.19,14321.84,14513.88,14693.79,14854.77,15018.13,15183.92,6.35,7.00,-.37,1.00,-1.61,1.40,6.29,-.13,13.35,2.23,-1.38,-7.16,-1.28,1.71,-1.61,-6.08,2.06,-4.69,1.65,8.06,-.01,6.23,2.81,3.27,2.94,1.82,3.14,.49,-.76,4.34,-.97,-.48,2.61,4.78,2.46,3.55,.13,-.03,-3.04,2.64,2.84,1.38,1.80,1.11,.48,1.60,.40,.23,-1.34,-6.52,2.22,3.43,.07,1.14,1.66,1.56,1.48,1.39,1.34,1.24,1.10,1.10,1.10
Bahrain,C,,,,,,17526.29,21004.02,22518.04,22625.82,21439.67,22183.50,20082.37,17863.05,18284.11,18489.16,16963.97,16532.38,17596.17,18181.74,17626.08,17787.79,19147.48,19839.84,21800.74,21176.85,21458.29,21800.96,21946.21,22468.89,22894.92,23559.94,23527.94,22861.77,22242.25,21911.88,21662.28,21460.02,21713.74,21950.74,21779.09,22035.35,21831.85,22035.46,22631.12,23026.98,23114.18,23356.96,23697.42,23630.75,23549.56,21994.02,22251.92,23127.13,23528.33,23952.39,24353.94,24732.06,25100.10,25448.71,25776.92,26109.36,26446.42,26787.83,27133.66,,,,,,19.84,7.21,.48,-5.24,3.47,-9.47,-11.05,2.36,1.12,-8.25,-2.54,6.43,3.33,-3.06,.92,7.64,3.62,9.88,-2.86,1.33,1.60,.67,2.38,1.90,2.90,-.14,-2.83,-2.71,-1.49,-1.14,-.93,1.18,1.09,-.78,1.18,-.92,.93,2.70,1.75,.38,1.05,1.46,-.28,-.34,-6.61,1.17,3.93,1.73,1.80,1.68,1.55,1.49,1.39,1.29,1.29,1.29,1.29,1.29
Israel,C,15521.88,16687.03,18118.42,18526.19,19198.50,19419.36,19090.02,18891.74,19531.56,20271.90,20150.41,20872.99,20995.64,21325.76,21142.80,21609.13,22124.69,23303.71,23577.91,23311.83,24329.32,25237.44,26214.85,26332.37,27316.10,28147.19,28693.78,29051.23,29413.58,29554.99,30953.62,30309.82,29740.78,29461.20,30110.03,30707.74,31826.74,33060.07,33444.69,33145.36,34355.88,35333.05,35466.60,36275.59,37002.36,37247.04,38136.98,38886.92,39627.18,40412.35,39076.04,41866.80,43888.25,44327.80,44915.53,45559.95,46267.25,46997.31,47738.89,48492.16,49257.32,50035.33,50825.62,51628.39,7.51,8.58,2.25,3.63,1.15,-1.70,-1.04,3.39,3.79,-.60,3.59,.59,1.57,-.86,2.21,2.39,5.33,1.18,-1.13,4.36,3.73,3.87,.45,3.74,3.04,1.94,1.25,1.25,.48,4.73,-2.08,-1.88,-.94,2.20,1.99,3.64,3.88,1.16,-.89,3.65,2.84,.38,2.28,2.00,.66,2.39,1.97,1.90,1.98,-3.31,7.14,4.83,1.00,1.33,1.43,1.55,1.58,1.58,1.58,1.58,1.58,1.58,1.58
Jordan,C,2885.40,2811.31,2865.19,2577.66,2482.68,2371.91,2842.16,2919.75,3409.69,3592.95,4105.51,4123.52,4249.24,4166.89,4357.77,4342.10,4479.32,4449.87,4220.84,3527.48,3295.45,3014.34,3357.42,3409.15,3492.13,3630.08,3617.19,3648.69,3670.03,3706.64,3774.36,3881.74,4012.62,4085.31,4328.91,4562.54,4530.47,4525.64,4735.63,4887.60,4894.15,4903.49,4952.03,4593.58,4128.95,3931.02,3864.69,3866.78,3862.54,3861.76,3748.87,3800.27,3863.92,3925.59,3991.68,4036.68,4063.62,4087.59,4115.75,4144.11,4172.66,4201.44,4230.41,4259.59,-2.57,1.92,-10.04,-3.68,-4.46,19.83,2.73,16.78,5.37,14.27,.44,3.05,-1.94,4.58,-.36,3.16,-.66,-5.15,-16.43,-6.58,-8.53,11.38,1.54,2.43,3.95,-.36,.87,.58,1.00,1.83,2.84,3.37,1.81,5.96,5.40,-.70,-.11,4.64,3.21,.13,.19,.99,-7.24,-10.11,-4.79,-1.69,.05,-.11,-.02,-2.92,1.37,1.67,1.60,1.68,1.13,.67,.59,.69,.69,.69,.69,.69,.69
Kuwait,C,61887.33,62786.95,61764.88,55398.30,47212.73,40907.93,41936.82,39365.66,39712.60,42508.58,31817.35,24639.79,20663.22,21819.54,21960.21,19866.34,20655.36,21415.94,18485.01,22346.06,16710.75,22327.74,26084.46,32946.78,33746.57,33493.44,32217.46,31896.64,32031.51,30531.21,31058.11,30272.86,30353.52,34672.04,37222.91,40088.68,41980.91,43392.76,43419.87,39442.72,37687.64,40481.38,42336.87,42044.89,41525.30,41085.14,41626.80,39075.01,39003.26,38639.78,34771.70,35508.57,37121.49,36810.33,38099.83,39215.18,39812.32,40285.34,40604.43,40765.24,40765.24,40644.04,40523.19,40402.70,1.45,-1.63,-10.31,-14.78,-13.35,2.52,-6.13,.88,7.04,-25.15,-22.56,-16.14,5.60,.64,-9.53,3.97,3.68,-13.69,20.89,-25.22,33.61,16.83,26.31,2.43,-.75,-3.81,-1.00,.42,-4.68,1.73,-2.53,.27,14.23,7.36,7.70,4.72,3.36,.06,-9.16,-4.45,7.41,4.58,-.69,-1.24,-1.06,1.32,-6.13,-.18,-.93,-10.01,2.12,4.54,-.84,3.50,2.93,1.52,1.19,.79,.40,.00,-.30,-.30,-.30
Lebanon,C,6691.85,7115.50,7773.10,7932.00,7918.90,5423.40,2306.87,4172.90,3984.57,4285.03,4352.88,4297.47,2667.26,3213.90,4560.17,5567.77,5101.53,5858.27,4086.82,2318.72,2877.11,4217.50,4850.92,5315.19,5687.93,5997.70,6615.97,6630.90,6821.10,6736.67,6750.39,6901.21,7028.15,7145.14,7507.83,7594.69,7558.76,8050.25,8602.36,9374.71,10083.43,10126.47,10157.71,9445.72,8471.46,8074.66,8128.46,8208.58,8222.15,8094.53,6419.44,5866.15,5652.09,5643.71,5776.96,6029.71,6295.10,6539.39,6754.11,6935.57,7080.49,7186.17,7293.42,7402.28,6.33,9.24,2.04,-.17,-31.51,-57.46,80.89,-4.51,7.54,1.58,-1.27,-37.93,20.49,41.89,22.10,-8.37,14.83,-30.24,-43.26,24.08,46.59,15.02,9.57,7.01,5.45,10.31,.23,2.87,-1.24,.20,2.23,1.84,1.66,5.08,1.16,-.47,6.50,6.86,8.98,7.56,.43,.31,-7.01,-10.31,-4.68,.67,.99,.17,-1.55,-20.69,-8.62,-3.65,-.15,2.36,4.38,4.40,3.88,3.28,2.69,2.09,1.49,1.49,1.49
Oman,C,8205.44,8028.57,8533.45,7078.85,7643.51,9207.46,10594.58,10186.04,9304.73,9210.97,9270.79,10295.10,10925.85,12162.11,13588.91,14880.71,14620.40,13615.61,13917.40,15005.57,14463.25,14752.37,15388.13,15709.92,15829.91,16140.71,16170.44,16690.31,16696.27,16271.43,16754.05,17118.49,16571.80,15801.71,15692.35,15777.38,16314.54,16724.04,17755.50,18479.80,18988.39,18404.59,19717.09,20161.94,20294.49,20809.73,21396.98,21039.38,20984.65,20675.87,19591.39,19814.93,20287.08,20120.85,20109.96,19832.47,19705.40,19589.03,19473.35,19377.42,19281.96,19167.87,19054.45,18941.70,-2.16,6.29,-17.05,7.98,20.46,15.07,-3.86,-8.65,-1.01,.65,11.05,6.13,11.32,11.73,9.51,-1.75,-6.87,2.22,7.82,-3.61,2.00,4.31,2.09,.76,1.96,.18,3.21,.04,-2.54,2.97,2.18,-3.19,-4.65,-.69,.54,3.40,2.51,6.17,4.08,2.75,-3.07,7.13,2.26,.66,2.54,2.82,-1.67,-.26,-1.47,-5.25,1.14,2.38,-.82,-.05,-1.38,-.64,-.59,-.59,-.49,-.49,-.59,-.59,-.59
Qatar,C,,,,,,,,,,,,,,,,,,,,,42716.25,40584.19,43728.60,41757.34,41022.88,40749.48,41306.44,51470.67,54215.41,53682.34,54513.29,53978.39,55227.32,54770.10,58192.45,53092.36,58171.10,60605.62,63782.29,64553.72,70424.00,74239.79,73644.29,73471.84,73490.89,73691.72,73147.17,72495.49,72035.35,70605.75,66981.93,67147.23,69598.31,70812.90,72584.46,74922.18,78330.66,81529.42,84455.70,87068.60,89330.13,91295.39,93303.89,95356.57,,,,,,,,,,,,,,,,,,,,,-4.99,7.75,-4.51,-1.76,-.67,1.37,24.61,5.33,-.98,1.55,-.98,2.31,-.83,6.25,-8.76,9.57,4.19,5.24,1.21,9.09,5.42,-.80,-.23,.03,.27,-.74,-.89,-.63,-1.98,-5.13,.25,3.65,1.75,2.50,3.22,4.55,4.08,3.59,3.09,2.60,2.20,2.20,2.20
Syria,C,705.17,748.92,905.53,800.88,961.39,1111.26,1192.48,1138.69,1197.51,1200.36,1300.17,1377.16,1354.81,1324.07,1224.11,1252.15,1147.58,1127.89,1232.93,1084.47,1086.63,1133.23,1249.32,1278.16,1339.18,1379.05,1441.74,1439.62,1509.79,1418.92,1395.26,1431.86,1482.13,1465.90,1532.91,1586.00,1594.77,1583.58,1597.44,1667.28,1712.99,1732.69,1284.65,1011.41,928.68,919.97,910.53,905.43,911.16,1029.23,948.15,929.15,904.59,869.08,851.79,867.19,887.20,906.41,925.15,944.29,962.90,979.97,997.35,1015.04,6.20,20.91,-11.56,20.04,15.59,7.31,-4.51,5.17,.24,8.32,5.92,-1.62,-2.27,-7.55,2.29,-8.35,-1.72,9.31,-12.04,.20,4.29,10.24,2.31,4.77,2.98,4.55,-.15,4.87,-6.02,-1.67,2.62,3.51,-1.10,4.57,3.46,.55,-.70,.88,4.37,2.74,1.15,-25.86,-21.27,-8.18,-.94,-1.03,-.56,.63,12.96,-7.88,-2.00,-2.64,-3.93,-1.99,1.81,2.31,2.17,2.07,2.07,1.97,1.77,1.77,1.77
United Arab Emirates,C,119773.20,118687.77,116425.95,114568.48,113267.03,104426.89,106332.44,112952.35,97587.41,103949.66,113803.11,111374.11,97696.01,87552.54,85731.38,77855.19,62406.39,61229.45,56463.14,60014.55,67235.13,64206.56,62749.09,60062.83,60713.98,61365.39,60664.85,61544.17,58041.90,56298.48,58943.32,56753.44,55637.79,58271.93,61731.75,62816.80,60907.15,50647.81,40387.88,33232.60,33220.06,34850.36,35561.24,36332.21,37113.20,38518.65,39138.26,39603.75,39679.91,40005.48,37742.75,38964.45,41671.59,42913.77,44086.68,45191.27,46020.55,46888.86,47772.68,48720.55,49735.56,50672.11,51626.29,52598.44,-.91,-1.91,-1.60,-1.14,-7.80,1.82,6.23,-13.60,6.52,9.48,-2.13,-12.28,-10.38,-2.08,-9.19,-19.84,-1.89,-7.78,6.29,12.03,-4.50,-2.27,-4.28,1.08,1.07,-1.14,1.45,-5.69,-3.00,4.70,-3.72,-1.97,4.73,5.94,1.76,-3.04,-16.84,-20.26,-17.72,-.04,4.91,2.04,2.17,2.15,3.79,1.61,1.19,.19,.82,-5.66,3.24,6.95,2.98,2.73,2.51,1.84,1.89,1.88,1.98,2.08,1.88,1.88,1.88
Yemen,C,,,,,,,,,,1339.20,1322.20,1414.52,1485.37,1461.04,1453.25,1456.96,1455.16,1454.91,1478.66,1472.79,1678.17,1719.22,1792.75,1794.97,1847.89,1895.15,1924.31,1966.14,2022.19,2035.30,2097.47,2112.71,2130.19,2146.05,2167.44,2220.99,2223.37,2229.72,2243.10,2261.78,2366.15,2005.73,1993.80,2030.47,1971.06,1382.94,1223.30,1134.81,1118.43,663.61,568.43,538.21,527.18,520.61,520.62,534.50,552.53,569.37,584.48,598.29,610.07,620.89,631.90,643.10,,,,,,,,,,-1.27,6.98,5.01,-1.64,-.53,.26,-.12,-.02,1.63,-.40,13.95,2.45,4.28,.12,2.95,2.56,1.54,2.17,2.85,.65,3.05,.73,.83,.74,1.00,2.47,.11,.29,.60,.83,4.61,-15.23,-.59,1.84,-2.93,-29.84,-11.54,-7.23,-1.44,-40.67,-14.34,-5.32,-2.05,-1.25,.00,2.66,3.37,3.05,2.65,2.36,1.97,1.77,1.77,1.77
